식별자,스타일,서브스타일,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_핏
690830,로맨틱,,화이트,블라우스,반팔,시폰,,브이넥,노멀,미니,퍼플,스커트,우븐,루즈
690840,로맨틱,,화이트,블라우스,7부소매,우븐,무지,오프숄더,루즈,미니,퍼플,스커트,우븐,노멀
690850,로맨틱,,화이트,블라우스,7부소매,우븐,무지,오프숄더,루즈,미니,퍼플,스커트,우븐,노멀
690855,로맨틱,스트리트,라벤더,탑,반팔,우븐,,브이넥,루즈,미니,화이트,스커트,시폰,노멀
690860,로맨틱,스트리트,라벤더,탑,반팔,우븐,,유넥,루즈,미니,화이트,스커트,시폰,노멀
690861,로맨틱,스트리트,라벤더,탑,반팔,우븐,,브이넥,루즈,,화이트,,,
690896,로맨틱,,베이지,셔츠,반팔,린넨,무지,,노멀,미니,핑크,스커트,우븐,노멀
690900,로맨틱,,베이지,셔츠,반팔,린넨,무지,,노멀,,핑크,,,
690910,로맨틱,,베이지,셔츠,반팔,린넨,무지,,노멀,미니,핑크,스커트,우븐,노멀
691086,로맨틱,섹시,화이트,탑,민소매,저지,무지,유넥,타이트,미니,화이트,스커트,시폰,와이드
691091,로맨틱,섹시,스카이블루,블라우스,반팔,린넨,무지,스퀘어넥,루즈,미니,화이트,스커트,우븐,스키니
691143,로맨틱,,화이트,탑,민소매,니트,무지,유넥,타이트,미니,화이트,스커트,우븐,노멀
691167,로맨틱,,화이트,블라우스,반팔,시폰,무지,브이넥,루즈,미니,라벤더,스커트,저지,노멀
691417,로맨틱,,네온,블라우스,반팔,린넨,무지,브이넥,노멀,미니,화이트,스커트,우븐,스키니
69216,로맨틱,컨트리,베이지,니트웨어,긴팔,니트,체크,라운드넥,루즈,미디,,스커트,우븐,루즈
69222,로맨틱,컨트리,베이지,니트웨어,긴팔,니트,체크,라운드넥,루즈,미디,화이트,스커트,우븐,루즈
69233,로맨틱,컨트리,베이지,니트웨어,긴팔,니트,체크,라운드넥,루즈,미디,,스커트,우븐,루즈
69240,로맨틱,컨트리,베이지,니트웨어,긴팔,니트,체크,라운드넥,루즈,미디,,스커트,우븐,루즈
692457,로맨틱,,화이트,블라우스,반팔,우븐,,,노멀,발목,블루,청바지,데님,노멀
692492,로맨틱,,화이트,블라우스,반팔,우븐,,,노멀,발목,스카이블루,청바지,데님,노멀
692501,로맨틱,,스카이블루,탑,반팔,우븐,체크,브이넥,노멀,발목,화이트,팬츠,데님,스키니
692591,로맨틱,,화이트,탑,7부소매,레이스,,라운드넥,루즈,미니,스카이블루,청바지,데님,노멀
693012,로맨틱,컨트리,화이트,블라우스,7부소매,"레이스, 우븐",무지,보트넥,노멀,미디,골드,스커트,우븐,노멀
693032,로맨틱,스트리트,옐로우,블라우스,7부소매,우븐,무지,브이넥,노멀,발목,스카이블루,청바지,데님,스키니
693068,로맨틱,모던,그레이,블라우스,캡,우븐,무지,유넥,노멀,발목,화이트,팬츠,우븐,와이드
693071,로맨틱,모던,그레이,블라우스,캡,우븐,무지,유넥,노멀,발목,화이트,팬츠,우븐,와이드
693083,로맨틱,모던,그레이,블라우스,캡,우븐,무지,,노멀,발목,화이트,팬츠,우븐,와이드
694589,로맨틱,소피스트케이티드,화이트,블라우스,긴팔,"실크, 우븐",플로럴,,루즈,발목,화이트,팬츠,"실크, 우븐",루즈
694602,로맨틱,소피스트케이티드,화이트,블라우스,긴팔,"실크, 우븐",플로럴,,루즈,발목,화이트,팬츠,"실크, 우븐",루즈
694610,로맨틱,소피스트케이티드,화이트,블라우스,긴팔,"실크, 우븐",플로럴,,루즈,발목,화이트,팬츠,"실크, 우븐",루즈
694921,로맨틱,스트리트,핑크,블라우스,반팔,우븐,무지,,노멀,발목,블루,청바지,데님,벨보텀
699629,로맨틱,,블랙,브라탑,민소매,우븐,스트라이프,스위트하트,루즈,미니,블랙,팬츠,우븐,와이드
699854,로맨틱,스트리트,화이트,블라우스,캡,우븐,그래픽,유넥,노멀,,핑크,,,
700111,로맨틱,스트리트,화이트,블라우스,반팔,우븐,무지,,노멀,미니,그린,스커트,우븐,노멀
702044,로맨틱,,화이트,블라우스,캡,우븐,플로럴,라운드넥,노멀,미디,스카이블루,팬츠,우븐,와이드
70444,로맨틱,스트리트,화이트,블라우스,긴팔,"우븐, 레이스",무지,,노멀,발목,블루,청바지,데님,스키니
70451,로맨틱,스트리트,핑크,블라우스,긴팔,레이스,무지,라운드넥,노멀,발목,블루,청바지,데님,노멀
70454,로맨틱,스트리트,핑크,블라우스,7부소매,레이스,무지,,노멀,발목,블루,청바지,데님,노멀
70458,로맨틱,스트리트,핑크,블라우스,7부소매,레이스,무지,라운드넥,노멀,발목,블루,청바지,데님,노멀
704677,로맨틱,스트리트,핑크,니트웨어,긴팔,니트,무지,,노멀,,스카이블루,,,
70476,로맨틱,페미닌,블루,블라우스,긴팔,레이스,무지,터틀넥,노멀,미니,네이비,스커트,우븐,노멀
705549,로맨틱,소피스트케이티드,오렌지,블라우스,반팔,우븐,무지,라운드넥,루즈,,화이트,,,
70594,로맨틱,스트리트,화이트,블라우스,긴팔,"시폰, 우븐","체크, 무지",,노멀,미니,블루,스커트,데님,노멀
706569,로맨틱,스트리트,화이트,티셔츠,민소매,우븐,무지,유넥,타이트,미니,블루,스커트,우븐,스키니
706711,로맨틱,스트리트,그레이,티셔츠,반팔,니트,무지,라운드넥,노멀,미디,화이트,스커트,시폰,노멀
707354,로맨틱,스트리트,핑크,블라우스,7부소매,우븐,플로럴,라운드넥,루즈,미니,,팬츠,데님,노멀
707444,로맨틱,소피스트케이티드,레드,블라우스,반팔,우븐,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,노멀
70790,로맨틱,스트리트,화이트,티셔츠,반팔,우븐,플로럴,라운드넥,루즈,발목,블랙,래깅스,"데님, 스판덱스",스키니
711149,로맨틱,스트리트,핑크,니트웨어,긴팔,니트,무지,라운드넥,노멀,미디,블루,스커트,우븐,노멀
712274,로맨틱,,화이트,니트웨어,긴팔,헤어 니트,무지,터틀넥,노멀,미니,핑크,스커트,우븐,벨보텀
71416,로맨틱,스트리트,핑크,티셔츠,캡,우븐,무지,라운드넥,노멀,,화이트,,,
714208,로맨틱,페미닌,골드,탑,7부소매,린넨,무지,스퀘어넥,노멀,미니,화이트,스커트,우븐,노멀
71421,로맨틱,스트리트,핑크,티셔츠,캡,우븐,무지,라운드넥,노멀,미니,화이트,스커트,우븐,노멀
714210,로맨틱,페미닌,골드,탑,7부소매,린넨,무지,스퀘어넥,노멀,미니,화이트,스커트,우븐,노멀
71422,로맨틱,스트리트,핑크,티셔츠,캡,우븐,무지,라운드넥,노멀,미니,화이트,스커트,우븐,노멀
714220,로맨틱,페미닌,골드,탑,7부소매,린넨,무지,스퀘어넥,노멀,미니,화이트,스커트,우븐,노멀
71423,로맨틱,스트리트,핑크,티셔츠,캡,우븐,무지,라운드넥,노멀,,화이트,,,
714230,로맨틱,페미닌,골드,탑,7부소매,린넨,무지,스퀘어넥,노멀,미니,화이트,스커트,우븐,노멀
71430,로맨틱,스트리트,네이비,티셔츠,반팔,"우븐, 시폰",무지,라운드넥,노멀,,화이트,,,
71434,로맨틱,스트리트,네이비,티셔츠,반팔,"우븐, 시폰",무지,라운드넥,노멀,미니,화이트,팬츠,린넨,노멀
71435,로맨틱,스트리트,네이비,티셔츠,반팔,"우븐, 시폰",무지,라운드넥,노멀,미니,화이트,팬츠,린넨,노멀
71436,로맨틱,스트리트,네이비,티셔츠,반팔,"우븐, 시폰",무지,라운드넥,노멀,,화이트,,,
71442,로맨틱,스트리트,네이비,티셔츠,반팔,우븐,무지,,노멀,미니,화이트,팬츠,린넨,노멀
714760,로맨틱,리조트,화이트,블라우스,반팔,우븐,무지,브이넥,노멀,발목,핑크,스커트,린넨,노멀
71492,로맨틱,스트리트,화이트,티셔츠,반팔,우븐,무지,라운드넥,루즈,,블랙,,,
71495,로맨틱,스트리트,화이트,티셔츠,반팔,우븐,무지,라운드넥,루즈,미니,블랙,팬츠,우븐,노멀
71496,로맨틱,스트리트,화이트,티셔츠,반팔,우븐,무지,라운드넥,루즈,,블랙,,,
71497,로맨틱,스트리트,화이트,티셔츠,반팔,우븐,무지,라운드넥,루즈,,블랙,,,
71498,로맨틱,스트리트,화이트,티셔츠,반팔,우븐,무지,라운드넥,루즈,미니,블랙,팬츠,우븐,노멀
715412,로맨틱,,화이트,블라우스,반팔,시폰,플로럴,,노멀,니렝스,,스커트,우븐,노멀
715483,로맨틱,스트리트,화이트,블라우스,반팔,시폰,플로럴,브이넥,노멀,발목,라벤더,청바지,데님,노멀
715959,로맨틱,스트리트,골드,탑,반팔,우븐,무지,스퀘어넥,노멀,미니,골드,스커트,우븐,스키니
716214,로맨틱,스트리트,핑크,탑,민소매,저지,무지,라운드넥,노멀,맥시,핑크,팬츠,저지,와이드
716600,로맨틱,스트리트,라벤더,블라우스,반팔,우븐,무지,,노멀,미니,화이트,스커트,우븐,노멀
716633,로맨틱,리조트,옐로우,블라우스,반팔,시폰,플로럴,유넥,노멀,발목,화이트,팬츠,린넨,와이드
716658,로맨틱,스트리트,화이트,블라우스,7부소매,시폰,무지,스퀘어넥,루즈,발목,스카이블루,청바지,데님,노멀
717544,로맨틱,페미닌,베이지,블라우스,긴팔,시폰,플로럴,,노멀,미디,베이지,스커트,우븐,노멀
722306,로맨틱,페미닌,퍼플,블라우스,긴팔,우븐,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,와이드
722591,로맨틱,스트리트,민트,티셔츠,긴팔,저지,무지,라운드넥,루즈,미디,화이트,스커트,시폰,노멀
72304,로맨틱,스트리트,화이트,탑,긴팔,,무지,라운드넥,루즈,발목,스카이블루,청바지,데님,노멀
723173,로맨틱,스트리트,옐로우,니트웨어,긴팔,니트,무지,브이넥,루즈,미디,화이트,스커트,레이스,와이드
723264,로맨틱,페미닌,스카이블루,니트웨어,긴팔,니트,무지,,노멀,발목,그레이,스커트,우븐,노멀
724875,로맨틱,,그레이,블라우스,긴팔,시폰,무지,라운드넥,노멀,미니,실버,스커트,트위드,노멀
725105,로맨틱,,라벤더,블라우스,긴팔,시폰,플로럴,브이넥,노멀,미니,화이트,스커트,우븐,노멀
72519,로맨틱,리조트,네온,니트웨어,긴팔,니트,무지,라운드넥,루즈,미디,화이트,스커트,우븐,와이드
725335,로맨틱,스트리트,베이지,블라우스,긴팔,우븐,무지,,루즈,발목,네이비,청바지,데님,노멀
725605,로맨틱,스트리트,화이트,블라우스,긴팔,우븐,무지,라운드넥,노멀,미니,블랙,스커트,우븐,노멀
733650,로맨틱,스트리트,네이비,블라우스,긴팔,시폰,플로럴,,루즈,미디,스카이블루,청바지,데님,노멀
733862,로맨틱,소피스트케이티드,핑크,블라우스,긴팔,실크,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,노멀
734524,로맨틱,스트리트,라벤더,블라우스,7부소매,우븐,무지,,노멀,발목,블루,청바지,데님,스키니
735823,로맨틱,페미닌,,블라우스,,시폰,플로럴,,노멀,미디,베이지,스커트,우븐,노멀
739085,로맨틱,페미닌,베이지,니트웨어,긴팔,니트,무지,라운드넥,노멀,미디,블랙,스커트,시폰,노멀
739142,로맨틱,페미닌,화이트,탑,긴팔,저지,무지,오프숄더,타이트,미디,베이지,스커트,시폰,노멀
739241,로맨틱,스트리트,화이트,니트웨어,긴팔,니트,무지,라운드넥,노멀,미디,블루,스커트,우븐,노멀
739306,로맨틱,스트리트,베이지,티셔츠,반팔,니트,무지,라운드넥,타이트,미니,브라운,스커트,우븐,노멀
739517,로맨틱,스트리트,화이트,티셔츠,긴팔,저지,무지,보트넥,루즈,발목,스카이블루,청바지,데님,스키니
739791,로맨틱,,베이지,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,,스커트,,노멀
739801,로맨틱,,실버,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,베이지,스커트,,노멀
739811,로맨틱,,실버,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,베이지,스커트,,노멀
739821,로맨틱,,실버,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,베이지,스커트,,노멀
740041,로맨틱,,그레이,니트웨어,긴팔,니트,무지,터틀넥,노멀,미니,베이지,스커트,,노멀
740482,로맨틱,,화이트,블라우스,긴팔,우븐,무지,브이넥,노멀,미니,핑크,스커트,우븐,스키니
740676,로맨틱,,화이트,블라우스,긴팔,우븐,,브이넥,노멀,미니,핑크,스커트,우븐,스키니
740723,로맨틱,스트리트,베이지,블라우스,긴팔,시폰,플로럴,라운드넥,루즈,발목,스카이블루,청바지,데님,노멀
740781,로맨틱,섹시,화이트,블라우스,긴팔,레이스,페이즐리,라운드넥,루즈,맥시,스카이블루,청바지,데님,벨보텀
740791,로맨틱,클래식,화이트,티셔츠,긴팔,저지,무지,터틀넥,노멀,미니,블랙,스커트,우븐,노멀
740897,로맨틱,스트리트,베이지,블라우스,긴팔,시폰,플로럴,라운드넥,루즈,발목,블루,청바지,데님,노멀
740931,로맨틱,클래식,화이트,티셔츠,긴팔,저지,무지,터틀넥,노멀,미니,블랙,스커트,우븐,노멀
741013,로맨틱,클래식,화이트,티셔츠,긴팔,저지,무지,터틀넥,노멀,미니,블랙,스커트,우븐,노멀
742224,로맨틱,,옐로우,블라우스,긴팔,"시폰, 헤어 니트",무지,,노멀,미니,블랙,스커트,우븐,노멀
742313,로맨틱,스트리트,카키,블라우스,긴팔,시폰,플로럴,라운드넥,노멀,발목,스카이블루,청바지,데님,노멀
742545,로맨틱,스트리트,베이지,블라우스,긴팔,시폰,무지,,노멀,미니,블랙,스커트,우븐,스키니
74301,로맨틱,스트리트,화이트,블라우스,반팔,시폰,무지,브이넥,노멀,,스카이블루,청바지,,
743203,로맨틱,,핑크,블라우스,긴팔,우븐,무지,,노멀,발목,화이트,팬츠,우븐,노멀
74321,로맨틱,스트리트,화이트,블라우스,반팔,시폰,무지,,노멀,,,청바지,,
743210,로맨틱,,핑크,블라우스,긴팔,우븐,무지,,노멀,발목,화이트,팬츠,우븐,노멀
743853,로맨틱,스트리트,베이지,블라우스,긴팔,우븐,무지,라운드넥,노멀,발목,스카이블루,청바지,데님,노멀
744389,로맨틱,,화이트,티셔츠,긴팔,"레이스, 우븐",,홀터넥,노멀,미디,베이지,스커트,시폰,벨보텀
744877,로맨틱,스트리트,라벤더,티셔츠,긴팔,저지,무지,라운드넥,루즈,미디,화이트,스커트,"시폰, 실크",노멀
745303,로맨틱,,화이트,니트웨어,긴팔,"니트, 레이스",무지,,노멀,니렝스,네이비,스커트,울/캐시미어,노멀
745364,로맨틱,,화이트,티셔츠,긴팔,저지,레터링,오프숄더,노멀,미디,핑크,스커트,우븐,
745630,로맨틱,,핑크,블라우스,긴팔,우븐,,라운드넥,노멀,,스카이블루,,,
747415,로맨틱,페미닌,베이지,니트웨어,긴팔,니트,무지,터틀넥,타이트,미니,핑크,스커트,트위드,스키니
747482,로맨틱,,스카이블루,니트웨어,긴팔,니트,무지,라운드넥,,미니,화이트,스커트,우븐,
747593,로맨틱,스트리트,베이지,블라우스,긴팔,우븐,무지,,노멀,발목,스카이블루,청바지,데님,노멀
747912,로맨틱,,화이트,티셔츠,긴팔,니트,무지,터틀넥,노멀,미디,베이지,스커트,시폰,루즈
748156,로맨틱,스트리트,레드,후드티,긴팔,저지,무지,브이넥,루즈,미디,베이지,스커트,시폰,노멀
748190,로맨틱,스트리트,골드,블라우스,긴팔,우븐,무지,라운드넥,루즈,발목,블루,청바지,데님,스키니
74835,로맨틱,스트리트,화이트,탑,7부소매,니트,무지,라운드넥,타이트,발목,스카이블루,청바지,데님,벨보텀
753120,로맨틱,스트리트,옐로우,블라우스,긴팔,우븐,무지,,노멀,발목,네이비,청바지,데님,노멀
753578,로맨틱,섹시,화이트,블라우스,긴팔,레이스,,라운드넥,루즈,발목,블루,청바지,데님,벨보텀
753642,로맨틱,페미닌,화이트,탑,긴팔,플리스,무지,,노멀,미니,네이비,스커트,울/캐시미어,노멀
753814,로맨틱,,퍼플,니트웨어,긴팔,"레이스, 니트",무지,라운드넥,노멀,미니,화이트,팬츠,우븐,노멀
754212,로맨틱,스트리트,레드,니트웨어,긴팔,헤어 니트,무지,브이넥,노멀,발목,네이비,청바지,데님,스키니
754471,로맨틱,페미닌,화이트,블라우스,긴팔,시폰,도트,라운드넥,노멀,발목,블랙,팬츠,우븐,노멀
